,UserId,SnackId,Prediction
3944,A1YTTNTFNTKGM7,B00004RBDU,2.5814176
3940,A1YTTNTFNTKGM7,7310172101,2.575064
3967,A1YTTNTFNTKGM7,B000255OIG,2.5263638
3939,A1YTTNTFNTKGM7,7310172001,2.4458942
3986,A1ZH086GZYL5MZ,B00014IVPQ,3.6207082
3980,A1ZH086GZYL5MZ,B00008CQVA,3.4965346
3979,A1ZH086GZYL5MZ,B000084EZ4,3.4792082
3973,A1ZH086GZYL5MZ,B00004RAMY,3.4134598
3982,A1ZH086GZYL5MZ,B0000DGG1U,3.3746119
3977,A1ZH086GZYL5MZ,B000084E6V,3.3101182
3981,A1ZH086GZYL5MZ,B00008JOL0,3.2419505
3988,A1ZH086GZYL5MZ,B0001ES9F8,3.2321255
3991,A1ZH086GZYL5MZ,B00020HHE0,3.19234
3995,A1ZH086GZYL5MZ,B00020HHM2,3.1889858
3978,A1ZH086GZYL5MZ,B000084ETV,3.1835148
3984,A1ZH086GZYL5MZ,B00012182G,3.182583
3994,A1ZH086GZYL5MZ,B00020HHK4,3.181233
3985,A1ZH086GZYL5MZ,B00014DXCC,3.180512
3976,A1ZH086GZYL5MZ,B000084DWM,3.1798065
3983,A1ZH086GZYL5MZ,B0000V8IOE,3.1635504
3996,A1ZH086GZYL5MZ,B00020HHRW,3.1612532
3998,A1ZH086GZYL5MZ,B00027CL5S,3.155509
3990,A1ZH086GZYL5MZ,B00020HHAO,3.1477346
3997,A1ZH086GZYL5MZ,B000255OIG,3.111484
3987,A1ZH086GZYL5MZ,B00014JYNO,3.1076298
3969,A1ZH086GZYL5MZ,7310172001,3.0733156
3972,A1ZH086GZYL5MZ,B00004CXX9,3.0687811
3989,A1ZH086GZYL5MZ,B0001ES9FI,3.0323408
3992,A1ZH086GZYL5MZ,B00020HHGS,2.9842005
3993,A1ZH086GZYL5MZ,B00020HHHC,2.954641
3970,A1ZH086GZYL5MZ,7310172101,2.8996248
3974,A1ZH086GZYL5MZ,B00004RBDU,2.824441
4016,A1ZPALFR6ZYKRH,B00014IVPQ,3.9829807
4003,A1ZPALFR6ZYKRH,B00004RAMY,3.6946216
4010,A1ZPALFR6ZYKRH,B00008CQVA,3.587612
4007,A1ZPALFR6ZYKRH,B000084E6V,3.5625648
4009,A1ZPALFR6ZYKRH,B000084EZ4,3.542184
4018,A1ZPALFR6ZYKRH,B0001ES9F8,3.4762588
4014,A1ZPALFR6ZYKRH,B00012182G,3.3829417
4002,A1ZPALFR6ZYKRH,B00004CXX9,3.3294013
4012,A1ZPALFR6ZYKRH,B0000DGG1U,3.313461
4028,A1ZPALFR6ZYKRH,B00027CL5S,3.2733986
4013,A1ZPALFR6ZYKRH,B0000V8IOE,3.255168
4011,A1ZPALFR6ZYKRH,B00008JOL0,3.198532
4008,A1ZPALFR6ZYKRH,B000084ETV,3.1602366
4017,A1ZPALFR6ZYKRH,B00014JYNO,3.136614
4025,A1ZPALFR6ZYKRH,B00020HHM2,3.1032457
4021,A1ZPALFR6ZYKRH,B00020HHE0,3.0918636
4024,A1ZPALFR6ZYKRH,B00020HHK4,3.0761526
4015,A1ZPALFR6ZYKRH,B00014DXCC,3.0711167
4026,A1ZPALFR6ZYKRH,B00020HHRW,3.0581195
4020,A1ZPALFR6ZYKRH,B00020HHAO,3.0387502
4006,A1ZPALFR6ZYKRH,B000084DWM,2.9949844
4027,A1ZPALFR6ZYKRH,B000255OIG,2.9797382
4022,A1ZPALFR6ZYKRH,B00020HHGS,2.9728315
3999,A1ZPALFR6ZYKRH,7310172001,2.939976
4023,A1ZPALFR6ZYKRH,B00020HHHC,2.9269211
4019,A1ZPALFR6ZYKRH,B0001ES9FI,2.8702483
4000,A1ZPALFR6ZYKRH,7310172101,2.86754
4004,A1ZPALFR6ZYKRH,B00004RBDU,2.4463468
4046,A2056IUSL6YE5,B00014IVPQ,4.0301814
4033,A2056IUSL6YE5,B00004RAMY,3.732017
4040,A2056IUSL6YE5,B00008CQVA,3.6552236
4039,A2056IUSL6YE5,B000084EZ4,3.6134713
4037,A2056IUSL6YE5,B000084E6V,3.4921997
4042,A2056IUSL6YE5,B0000DGG1U,3.456449
4044,A2056IUSL6YE5,B00012182G,3.4483747
4032,A2056IUSL6YE5,B00004CXX9,3.3974955
4048,A2056IUSL6YE5,B0001ES9F8,3.3725178
4038,A2056IUSL6YE5,B000084ETV,3.344407
4055,A2056IUSL6YE5,B00020HHM2,3.2001593
4051,A2056IUSL6YE5,B00020HHE0,3.1941426
4054,A2056IUSL6YE5,B00020HHK4,3.1792624
4043,A2056IUSL6YE5,B0000V8IOE,3.1789393
4045,A2056IUSL6YE5,B00014DXCC,3.1709192
4047,A2056IUSL6YE5,B00014JYNO,3.1707084
4041,A2056IUSL6YE5,B00008JOL0,3.1625319
4056,A2056IUSL6YE5,B00020HHRW,3.1573117
4050,A2056IUSL6YE5,B00020HHAO,3.1433854
4058,A2056IUSL6YE5,B00027CL5S,3.1038182
4036,A2056IUSL6YE5,B000084DWM,3.0416417
4052,A2056IUSL6YE5,B00020HHGS,3.0172293
4053,A2056IUSL6YE5,B00020HHHC,2.9690092
4057,A2056IUSL6YE5,B000255OIG,2.9456978
4029,A2056IUSL6YE5,7310172001,2.9127905
4030,A2056IUSL6YE5,7310172101,2.87505
4049,A2056IUSL6YE5,B0001ES9FI,2.734784
4034,A2056IUSL6YE5,B00004RBDU,2.4957511
4088,A20LY8E9NGYA4M,B00027CL5S,3.383078
4079,A20LY8E9NGYA4M,B0001ES9FI,3.3300714
4077,A20LY8E9NGYA4M,B00014JYNO,3.250149
4072,A20LY8E9NGYA4M,B0000DGG1U,3.2420926
4071,A20LY8E9NGYA4M,B00008JOL0,3.2155235
4087,A20LY8E9NGYA4M,B000255OIG,3.185887
4076,A20LY8E9NGYA4M,B00014IVPQ,3.1838725
4059,A20LY8E9NGYA4M,7310172001,3.171297
4078,A20LY8E9NGYA4M,B0001ES9F8,3.1672735
4067,A20LY8E9NGYA4M,B000084E6V,3.0679219
4063,A20LY8E9NGYA4M,B00004RAMY,3.0627203
4073,A20LY8E9NGYA4M,B0000V8IOE,3.0502014
4064,A20LY8E9NGYA4M,B00004RBDU,3.0316675
4081,A20LY8E9NGYA4M,B00020HHE0,3.0110376
4075,A20LY8E9NGYA4M,B00014DXCC,3.0100956
4068,A20LY8E9NGYA4M,B000084ETV,3.0045545
4085,A20LY8E9NGYA4M,B00020HHM2,3.0042152
4074,A20LY8E9NGYA4M,B00012182G,3.0030262
4070,A20LY8E9NGYA4M,B00008CQVA,3.0012531
4084,A20LY8E9NGYA4M,B00020HHK4,2.9994044
4066,A20LY8E9NGYA4M,B000084DWM,2.9983764
4086,A20LY8E9NGYA4M,B00020HHRW,2.9817002
4069,A20LY8E9NGYA4M,B000084EZ4,2.9790773
4080,A20LY8E9NGYA4M,B00020HHAO,2.9653978
4062,A20LY8E9NGYA4M,B00004CXX9,2.8967743
4060,A20LY8E9NGYA4M,7310172101,2.8822885
4082,A20LY8E9NGYA4M,B00020HHGS,2.8711982
4083,A20LY8E9NGYA4M,B00020HHHC,2.8597195
4093,A20MMCAHGALRAX,B00004RAMY,4.217993
4097,A20MMCAHGALRAX,B000084E6V,4.058763
4106,A20MMCAHGALRAX,B00014IVPQ,3.9748874
4112,A20MMCAHGALRAX,B00020HHGS,3.942229
4113,A20MMCAHGALRAX,B00020HHHC,3.80765
4098,A20MMCAHGALRAX,B000084ETV,3.75733
4102,A20MMCAHGALRAX,B0000DGG1U,3.6486561
4107,A20MMCAHGALRAX,B00014JYNO,3.605336
4101,A20MMCAHGALRAX,B00008JOL0,3.3939126
4095,A20MMCAHGALRAX,B00004RYGX,3.3182907
4091,A20MMCAHGALRAX,B00004CI84,3.2207384
4109,A20MMCAHGALRAX,B0001ES9FI,3.1301517
4103,A20MMCAHGALRAX,B0000V8IOE,3.0584774
4108,A20MMCAHGALRAX,B0001ES9F8,3.0420403
4100,A20MMCAHGALRAX,B00008CQVA,2.9906845
4118,A20MMCAHGALRAX,B00027CL5S,2.9717383
4099,A20MMCAHGALRAX,B000084EZ4,2.9401677
4104,A20MMCAHGALRAX,B00012182G,2.8112326
4096,A20MMCAHGALRAX,B000084DWM,2.7568178
4092,A20MMCAHGALRAX,B00004CXX9,2.7321026
4090,A20MMCAHGALRAX,7310172101,2.5727391
4117,A20MMCAHGALRAX,B000255OIG,2.509161
4094,A20MMCAHGALRAX,B00004RBDU,2.4968617
4089,A20MMCAHGALRAX,7310172001,2.4298844
4123,A20X23WJLV4R5X,B00004RAMY,4.225805
4127,A20X23WJLV4R5X,B000084E6V,4.050718
4136,A20X23WJLV4R5X,B00014IVPQ,3.932901
4142,A20X23WJLV4R5X,B00020HHGS,3.924605
4128,A20X23WJLV4R5X,B000084ETV,3.8698127
4143,A20X23WJLV4R5X,B00020HHHC,3.795438
4132,A20X23WJLV4R5X,B0000DGG1U,3.665567
4137,A20X23WJLV4R5X,B00014JYNO,3.574426
4125,A20X23WJLV4R5X,B00004RYGX,3.398397
4131,A20X23WJLV4R5X,B00008JOL0,3.3880432
4121,A20X23WJLV4R5X,B00004CI84,3.3120582
4139,A20X23WJLV4R5X,B0001ES9FI,3.094238
4138,A20X23WJLV4R5X,B0001ES9F8,3.0518222
4133,A20X23WJLV4R5X,B0000V8IOE,3.0434022
4148,A20X23WJLV4R5X,B00027CL5S,3.0036144
4130,A20X23WJLV4R5X,B00008CQVA,3.001205
4129,A20X23WJLV4R5X,B000084EZ4,2.937481
4134,A20X23WJLV4R5X,B00012182G,2.8391325
4126,A20X23WJLV4R5X,B000084DWM,2.7883008
4122,A20X23WJLV4R5X,B00004CXX9,2.7265763
4120,A20X23WJLV4R5X,7310172101,2.602748
4147,A20X23WJLV4R5X,B000255OIG,2.5566792
4124,A20X23WJLV4R5X,B00004RBDU,2.540209
4119,A20X23WJLV4R5X,7310172001,2.4793558
4153,A20ZM1V1IRQHH,B00004RAMY,4.233675
4157,A20ZM1V1IRQHH,B000084E6V,4.034364
4166,A20ZM1V1IRQHH,B00014IVPQ,3.9426842
4172,A20ZM1V1IRQHH,B00020HHGS,3.9258702
4173,A20ZM1V1IRQHH,B00020HHHC,3.7936416
4158,A20ZM1V1IRQHH,B000084ETV,3.7821748
4162,A20ZM1V1IRQHH,B0000DGG1U,3.7017539
4167,A20ZM1V1IRQHH,B00014JYNO,3.5985346
4161,A20ZM1V1IRQHH,B00008JOL0,3.4053192
4155,A20ZM1V1IRQHH,B00004RYGX,3.322794
4151,A20ZM1V1IRQHH,B00004CI84,3.2186565
4169,A20ZM1V1IRQHH,B0001ES9FI,3.1511476
4168,A20ZM1V1IRQHH,B0001ES9F8,3.12594
4163,A20ZM1V1IRQHH,B0000V8IOE,3.0917025
4160,A20ZM1V1IRQHH,B00008CQVA,3.0711303
4159,A20ZM1V1IRQHH,B000084EZ4,3.0195358
4178,A20ZM1V1IRQHH,B00027CL5S,2.984586
4164,A20ZM1V1IRQHH,B00012182G,2.8980813
4156,A20ZM1V1IRQHH,B000084DWM,2.8859234
4152,A20ZM1V1IRQHH,B00004CXX9,2.7447438
4150,A20ZM1V1IRQHH,7310172101,2.6338232
4177,A20ZM1V1IRQHH,B000255OIG,2.6123283
4154,A20ZM1V1IRQHH,B00004RBDU,2.5514224
4149,A20ZM1V1IRQHH,7310172001,2.533029
4196,A212YFPHGX0GMK,B00014IVPQ,4.029029
4187,A212YFPHGX0GMK,B000084E6V,3.7797637
4183,A212YFPHGX0GMK,B00004RAMY,3.5537777
4198,A212YFPHGX0GMK,B0001ES9F8,3.512468
4190,A212YFPHGX0GMK,B00008CQVA,3.411189
4193,A212YFPHGX0GMK,B0000V8IOE,3.3730328
4194,A212YFPHGX0GMK,B00012182G,3.3505583
4189,A212YFPHGX0GMK,B000084EZ4,3.3492694
4182,A212YFPHGX0GMK,B00004CXX9,3.298292
4208,A212YFPHGX0GMK,B00027CL5S,3.2836635
4191,A212YFPHGX0GMK,B00008JOL0,3.2693205
4197,A212YFPHGX0GMK,B00014JYNO,3.2300248
4192,A212YFPHGX0GMK,B0000DGG1U,3.1652455
4205,A212YFPHGX0GMK,B00020HHM2,3.1311455
4201,A212YFPHGX0GMK,B00020HHE0,3.1113667
4195,A212YFPHGX0GMK,B00014DXCC,3.099172
4204,A212YFPHGX0GMK,B00020HHK4,3.0969696
4206,A212YFPHGX0GMK,B00020HHRW,3.0825067
4200,A212YFPHGX0GMK,B00020HHAO,3.0600944
4199,A212YFPHGX0GMK,B0001ES9FI,3.016218
4186,A212YFPHGX0GMK,B000084DWM,3.0090067
4188,A212YFPHGX0GMK,B000084ETV,3.0076692
4207,A212YFPHGX0GMK,B000255OIG,3.005699
4202,A212YFPHGX0GMK,B00020HHGS,3.001776
4179,A212YFPHGX0GMK,7310172001,2.9609516
4203,A212YFPHGX0GMK,B00020HHHC,2.952829
4180,A212YFPHGX0GMK,7310172101,2.8934994
4184,A212YFPHGX0GMK,B00004RBDU,2.4145205
4228,A21D27EKHICKY3,B0001ES9F8,3.998274
4223,A21D27EKHICKY3,B0000V8IOE,3.9428988
4210,A21D27EKHICKY3,7310172101,3.8671508
4216,A21D27EKHICKY3,B000084DWM,3.8165352
4213,A21D27EKHICKY3,B00004RAMY,3.7355344
4217,A21D27EKHICKY3,B000084E6V,3.6981084
4214,A21D27EKHICKY3,B00004RBDU,3.5950117
4238,A21D27EKHICKY3,B00027CL5S,3.474477
4218,A21D27EKHICKY3,B000084ETV,3.3508668
4222,A21D27EKHICKY3,B0000DGG1U,3.3242097
4229,A21D27EKHICKY3,B0001ES9FI,3.3218458
4227,A21D27EKHICKY3,B00014JYNO,3.2671888
4219,A21D27EKHICKY3,B000084EZ4,3.1696992
4220,A21D27EKHICKY3,B00008CQVA,3.1648655
4212,A21D27EKHICKY3,B00004CXX9,3.1282375
4211,A21D27EKHICKY3,B00004CI84,3.020734
4215,A21D27EKHICKY3,B00004RYGX,3.0195086
4221,A21D27EKHICKY3,B00008JOL0,3.0040517
4226,A21D27EKHICKY3,B00014IVPQ,2.8793864
4233,A21D27EKHICKY3,B00020HHHC,2.779492
4232,A21D27EKHICKY3,B00020HHGS,2.7755504
4225,A21D27EKHICKY3,B00014DXCC,2.6474833
4231,A21D27EKHICKY3,B00020HHE0,2.6381924
4235,A21D27EKHICKY3,B00020HHM2,2.6321788
4224,A21D27EKHICKY3,B00012182G,2.6235628
4234,A21D27EKHICKY3,B00020HHK4,2.6118622
4236,A21D27EKHICKY3,B00020HHRW,2.6034691
4230,A21D27EKHICKY3,B00020HHAO,2.5983357
4243,A21ESVL96WF620,B00004RAMY,4.178763
4247,A21ESVL96WF620,B000084E6V,4.0471597
4256,A21ESVL96WF620,B00014IVPQ,4.0153356
4262,A21ESVL96WF620,B00020HHGS,3.9371436
4263,A21ESVL96WF620,B00020HHHC,3.801653
4248,A21ESVL96WF620,B000084ETV,3.6868129
4252,A21ESVL96WF620,B0000DGG1U,3.676398
4257,A21ESVL96WF620,B00014JYNO,3.6087642
4251,A21ESVL96WF620,B00008JOL0,3.4301255
4245,A21ESVL96WF620,B00004RYGX,3.298139
4241,A21ESVL96WF620,B00004CI84,3.206286
4259,A21ESVL96WF620,B0001ES9FI,3.1910346
4258,A21ESVL96WF620,B0001ES9F8,3.0610478
4268,A21ESVL96WF620,B00027CL5S,3.025579
4253,A21ESVL96WF620,B0000V8IOE,3.0211496
4250,A21ESVL96WF620,B00008CQVA,2.9540803
4246,A21ESVL96WF620,B000084DWM,2.9467978
4249,A21ESVL96WF620,B000084EZ4,2.9055018
4254,A21ESVL96WF620,B00012182G,2.8218508
4242,A21ESVL96WF620,B00004CXX9,2.7374623
4240,A21ESVL96WF620,7310172101,2.613598
4267,A21ESVL96WF620,B000255OIG,2.599742
4244,A21ESVL96WF620,B00004RBDU,2.5748243
4239,A21ESVL96WF620,7310172001,2.522418
4270,A21F5EJGLBH2QL,7310172101,3.929672
4288,A21F5EJGLBH2QL,B0001ES9F8,3.909882
4283,A21F5EJGLBH2QL,B0000V8IOE,3.8387797
4276,A21F5EJGLBH2QL,B000084DWM,3.834362
4277,A21F5EJGLBH2QL,B000084E6V,3.7963157
4274,A21F5EJGLBH2QL,B00004RBDU,3.615254
4298,A21F5EJGLBH2QL,B00027CL5S,3.574707
4273,A21F5EJGLBH2QL,B00004RAMY,3.5018997
4289,A21F5EJGLBH2QL,B0001ES9FI,3.4135895
4282,A21F5EJGLBH2QL,B0000DGG1U,3.2934709
4278,A21F5EJGLBH2QL,B000084ETV,3.261488
4272,A21F5EJGLBH2QL,B00004CXX9,3.2194145
4279,A21F5EJGLBH2QL,B000084EZ4,3.0653894
4287,A21F5EJGLBH2QL,B00014JYNO,3.0571213
4280,A21F5EJGLBH2QL,B00008CQVA,3.0569987
4271,A21F5EJGLBH2QL,B00004CI84,2.9266825
4275,A21F5EJGLBH2QL,B00004RYGX,2.9115822
4281,A21F5EJGLBH2QL,B00008JOL0,2.7934074
4293,A21F5EJGLBH2QL,B00020HHHC,2.7713506
4292,A21F5EJGLBH2QL,B00020HHGS,2.7629626
4286,A21F5EJGLBH2QL,B00014IVPQ,2.7562637
4285,A21F5EJGLBH2QL,B00014DXCC,2.6024387
4291,A21F5EJGLBH2QL,B00020HHE0,2.5905573
4295,A21F5EJGLBH2QL,B00020HHM2,2.5870333
4284,A21F5EJGLBH2QL,B00012182G,2.5751302
4294,A21F5EJGLBH2QL,B00020HHK4,2.5673003
4296,A21F5EJGLBH2QL,B00020HHRW,2.5525072
4290,A21F5EJGLBH2QL,B00020HHAO,2.549193
4316,A21GKWZJL8BVJ7,B00014IVPQ,3.5631387
4328,A21GKWZJL8BVJ7,B00027CL5S,3.3859284
4303,A21GKWZJL8BVJ7,B00004RAMY,3.3587756
4318,A21GKWZJL8BVJ7,B0001ES9F8,3.3176205
4307,A21GKWZJL8BVJ7,B000084E6V,3.3158076
4312,A21GKWZJL8BVJ7,B0000DGG1U,3.3089707
4310,A21GKWZJL8BVJ7,B00008CQVA,3.306975
4309,A21GKWZJL8BVJ7,B000084EZ4,3.2735417
4319,A21GKWZJL8BVJ7,B0001ES9FI,3.2700493
4317,A21GKWZJL8BVJ7,B00014JYNO,3.2617905
4311,A21GKWZJL8BVJ7,B00008JOL0,3.2600834
4313,A21GKWZJL8BVJ7,B0000V8IOE,3.1721551
4327,A21GKWZJL8BVJ7,B000255OIG,3.167354
4314,A21GKWZJL8BVJ7,B00012182G,3.1633923
4302,A21GKWZJL8BVJ7,B00004CXX9,3.1451433
4299,A21GKWZJL8BVJ7,7310172001,3.1444886
4308,A21GKWZJL8BVJ7,B000084ETV,3.0904937
4306,A21GKWZJL8BVJ7,B000084DWM,3.0258043
4325,A21GKWZJL8BVJ7,B00020HHM2,3.007979
4321,A21GKWZJL8BVJ7,B00020HHE0,3.0061104
4315,A21GKWZJL8BVJ7,B00014DXCC,3.0002382
4324,A21GKWZJL8BVJ7,B00020HHK4,2.9926724
4326,A21GKWZJL8BVJ7,B00020HHRW,2.9747915
4320,A21GKWZJL8BVJ7,B00020HHAO,2.9555264
4300,A21GKWZJL8BVJ7,7310172101,2.9464333
4322,A21GKWZJL8BVJ7,B00020HHGS,2.9112096
4323,A21GKWZJL8BVJ7,B00020HHHC,2.8941076
4304,A21GKWZJL8BVJ7,B00004RBDU,2.8741717
4343,A21N1PT1A908KW,B0000V8IOE,3.9223726
4330,A21N1PT1A908KW,7310172101,3.9067557
4348,A21N1PT1A908KW,B0001ES9F8,3.8940752
4336,A21N1PT1A908KW,B000084DWM,3.7513437
4337,A21N1PT1A908KW,B000084E6V,3.7369208
4334,A21N1PT1A908KW,B00004RBDU,3.581455
4333,A21N1PT1A908KW,B00004RAMY,3.5788171
4358,A21N1PT1A908KW,B00027CL5S,3.498384
4342,A21N1PT1A908KW,B0000DGG1U,3.3967237
4349,A21N1PT1A908KW,B0001ES9FI,3.3506515
4338,A21N1PT1A908KW,B000084ETV,3.326139
4347,A21N1PT1A908KW,B00014JYNO,3.1994643
4332,A21N1PT1A908KW,B00004CXX9,3.168038
4339,A21N1PT1A908KW,B000084EZ4,3.0753212
4340,A21N1PT1A908KW,B00008CQVA,3.0722134
4331,A21N1PT1A908KW,B00004CI84,2.955583
4335,A21N1PT1A908KW,B00004RYGX,2.947928
4341,A21N1PT1A908KW,B00008JOL0,2.8524246
4346,A21N1PT1A908KW,B00014IVPQ,2.8399746
4353,A21N1PT1A908KW,B00020HHHC,2.7884073
4352,A21N1PT1A908KW,B00020HHGS,2.7856226
4345,A21N1PT1A908KW,B00014DXCC,2.6644425
4351,A21N1PT1A908KW,B00020HHE0,2.6513138
4355,A21N1PT1A908KW,B00020HHM2,2.649733
4344,A21N1PT1A908KW,B00012182G,2.6296096
4354,A21N1PT1A908KW,B00020HHK4,2.6281662
4356,A21N1PT1A908KW,B00020HHRW,2.6159952
4350,A21N1PT1A908KW,B00020HHAO,2.6142201
4363,A22363SZW4OLJ6,B00004RAMY,4.2223134
4367,A22363SZW4OLJ6,B000084E6V,4.065474
4376,A22363SZW4OLJ6,B00014IVPQ,3.9853623
4382,A22363SZW4OLJ6,B00020HHGS,3.9251285
4383,A22363SZW4OLJ6,B00020HHHC,3.7925496
4368,A22363SZW4OLJ6,B000084ETV,3.7709124
4372,A22363SZW4OLJ6,B0000DGG1U,3.6594224
4377,A22363SZW4OLJ6,B00014JYNO,3.5344217
4371,A22363SZW4OLJ6,B00008JOL0,3.3692012
4365,A22363SZW4OLJ6,B00004RYGX,3.3257134
4361,A22363SZW4OLJ6,B00004CI84,3.2381172
4378,A22363SZW4OLJ6,B0001ES9F8,3.0307055
4379,A22363SZW4OLJ6,B0001ES9FI,3.0244594
4388,A22363SZW4OLJ6,B00027CL5S,2.991818
4370,A22363SZW4OLJ6,B00008CQVA,2.9875066
4373,A22363SZW4OLJ6,B0000V8IOE,2.9231932
4369,A22363SZW4OLJ6,B000084EZ4,2.922967
4366,A22363SZW4OLJ6,B000084DWM,2.813156
4374,A22363SZW4OLJ6,B00012182G,2.7558703
4362,A22363SZW4OLJ6,B00004CXX9,2.7091143
4360,A22363SZW4OLJ6,7310172101,2.5656826
4364,A22363SZW4OLJ6,B00004RBDU,2.5380735
4387,A22363SZW4OLJ6,B000255OIG,2.4924016
4359,A22363SZW4OLJ6,7310172001,2.4058867
4408,A223KNNTFHHIM7,B0001ES9F8,3.947406
4390,A223KNNTFHHIM7,7310172101,3.9028795
4403,A223KNNTFHHIM7,B0000V8IOE,3.888193
4397,A223KNNTFHHIM7,B000084E6V,3.7973616
4396,A223KNNTFHHIM7,B000084DWM,3.734161
4394,A223KNNTFHHIM7,B00004RBDU,3.6156309
4418,A223KNNTFHHIM7,B00027CL5S,3.5795639
4393,A223KNNTFHHIM7,B00004RAMY,3.5144753
4409,A223KNNTFHHIM7,B0001ES9FI,3.375525
4402,A223KNNTFHHIM7,B0000DGG1U,3.3371358
4398,A223KNNTFHHIM7,B000084ETV,3.283688
4392,A223KNNTFHHIM7,B00004CXX9,3.2195117
4399,A223KNNTFHHIM7,B000084EZ4,3.127751
4400,A223KNNTFHHIM7,B00008CQVA,3.1177182
4407,A223KNNTFHHIM7,B00014JYNO,3.0797858
4401,A223KNNTFHHIM7,B00008JOL0,2.9870124
4391,A223KNNTFHHIM7,B00004CI84,2.9456263
4395,A223KNNTFHHIM7,B00004RYGX,2.9281423
4406,A223KNNTFHHIM7,B00014IVPQ,2.7999563
4413,A223KNNTFHHIM7,B00020HHHC,2.794961
4412,A223KNNTFHHIM7,B00020HHGS,2.786722
4405,A223KNNTFHHIM7,B00014DXCC,2.6406996
4415,A223KNNTFHHIM7,B00020HHM2,2.6290016
4411,A223KNNTFHHIM7,B00020HHE0,2.6276557
4414,A223KNNTFHHIM7,B00020HHK4,2.606834
4416,A223KNNTFHHIM7,B00020HHRW,2.5935488
4410,A223KNNTFHHIM7,B00020HHAO,2.591669
4404,A223KNNTFHHIM7,B00012182G,2.5572095
4419,A22CJHEXKM5Z8F,7310172001,3.687583
4447,A22CJHEXKM5Z8F,B000255OIG,3.664884
4424,A22CJHEXKM5Z8F,B00004RBDU,3.4985123
4439,A22CJHEXKM5Z8F,B0001ES9FI,3.4127512
4448,A22CJHEXKM5Z8F,B00027CL5S,3.408221
4438,A22CJHEXKM5Z8F,B0001ES9F8,3.3723397
4433,A22CJHEXKM5Z8F,B0000V8IOE,3.2375345
4426,A22CJHEXKM5Z8F,B000084DWM,3.2362492
4430,A22CJHEXKM5Z8F,B00008CQVA,3.2276547
4429,A22CJHEXKM5Z8F,B000084EZ4,3.2230854
4434,A22CJHEXKM5Z8F,B00012182G,3.1490064
4420,A22CJHEXKM5Z8F,7310172101,3.1394162
4431,A22CJHEXKM5Z8F,B00008JOL0,3.0716596
4421,A22CJHEXKM5Z8F,B00004CI84,3.0539284
4422,A22CJHEXKM5Z8F,B00004CXX9,3.0240226
4425,A22CJHEXKM5Z8F,B00004RYGX,3.0107663
4437,A22CJHEXKM5Z8F,B00014JYNO,2.9544725
4432,A22CJHEXKM5Z8F,B0000DGG1U,2.7737937
4436,A22CJHEXKM5Z8F,B00014IVPQ,2.575778
4428,A22CJHEXKM5Z8F,B000084ETV,2.405362
4427,A22CJHEXKM5Z8F,B000084E6V,2.392034
4423,A22CJHEXKM5Z8F,B00004RAMY,2.2826757
4443,A22CJHEXKM5Z8F,B00020HHHC,2.065574
4442,A22CJHEXKM5Z8F,B00020HHGS,1.9724852
4478,A22FICU3LCG2J1,B00027CL5S,3.5206263
4468,A22FICU3LCG2J1,B0001ES9F8,3.4298007
4463,A22FICU3LCG2J1,B0000V8IOE,3.4195292
4457,A22FICU3LCG2J1,B000084E6V,3.3962166
4453,A22FICU3LCG2J1,B00004RAMY,3.3682566
4454,A22FICU3LCG2J1,B00004RBDU,3.3261015
4450,A22FICU3LCG2J1,7310172101,3.3157148
4456,A22FICU3LCG2J1,B000084DWM,3.3117867
4469,A22FICU3LCG2J1,B0001ES9FI,3.2761033
4462,A22FICU3LCG2J1,B0000DGG1U,3.2677522
4466,A22FICU3LCG2J1,B00014IVPQ,3.2362413
4461,A22FICU3LCG2J1,B00008JOL0,3.1626356
4467,A22FICU3LCG2J1,B00014JYNO,3.1518066
4458,A22FICU3LCG2J1,B000084ETV,3.0575273
4452,A22FICU3LCG2J1,B00004CXX9,3.0354795
4464,A22FICU3LCG2J1,B00012182G,3.026405
4460,A22FICU3LCG2J1,B00008CQVA,3.0259984
4459,A22FICU3LCG2J1,B000084EZ4,3.0140152
4455,A22FICU3LCG2J1,B00004RYGX,2.9790602
4451,A22FICU3LCG2J1,B00004CI84,2.9726198
4472,A22FICU3LCG2J1,B00020HHGS,2.8544793
4465,A22FICU3LCG2J1,B00014DXCC,2.8513174
4473,A22FICU3LCG2J1,B00020HHHC,2.8505251
4471,A22FICU3LCG2J1,B00020HHE0,2.8460667
4475,A22FICU3LCG2J1,B00020HHM2,2.8424258
4474,A22FICU3LCG2J1,B00020HHK4,2.8322058
4476,A22FICU3LCG2J1,B00020HHRW,2.8157914
4470,A22FICU3LCG2J1,B00020HHAO,2.8047204
4496,A22MDTDACZTQ9U,B00014IVPQ,4.0829716
4487,A22MDTDACZTQ9U,B000084E6V,3.8138769
4483,A22MDTDACZTQ9U,B00004RAMY,3.633602
4490,A22MDTDACZTQ9U,B00008CQVA,3.568618
4498,A22MDTDACZTQ9U,B0001ES9F8,3.5399592
4489,A22MDTDACZTQ9U,B000084EZ4,3.519262
4508,A22MDTDACZTQ9U,B00027CL5S,3.4521728
4482,A22MDTDACZTQ9U,B00004CXX9,3.3743358
4494,A22MDTDACZTQ9U,B00012182G,3.3438013
4493,A22MDTDACZTQ9U,B0000V8IOE,3.246064
